,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,license,npm_url,npm_monthly_downloads,new_addition,trending,go_id,cran_id,pypi,gem_id,hex_id,updated_github_id,bitbucket_id
34,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,24,False,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,2019-07-15 09:34:48.000000,2021-04-12 19:11:31.589000,2021-04-12 18:23:03.000000,157.0,24.0,298.0,2230.0,390.0,2021-04-12 18:49:44.000000,1.42.1,,17781.0,100.0,129.0,129.0,15.0,https://pypi.org/project/dtale,14218.0,https://anaconda.org/conda-forge/dtale,2021-04-12 19:11:31.589000,49892.0,2.0,,,,,,,LGPL-2.1,,,True,,,,,,,,
35,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,24,True,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2021-04-13 14:08:41.000000,2021-04-09 15:28:56.000000,269.0,22.0,170.0,300.0,842.0,,,,40725.0,11.0,196.0,196.0,92.0,https://pypi.org/project/oauthenticator,40208.0,https://anaconda.org/conda-forge/oauthenticator,2021-04-09 17:37:22.688000,12423.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
36,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,24,False,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,2016-09-21 19:18:45.000000,2021-04-14 11:35:36.000000,2021-04-14 11:35:36.000000,100.0,63.0,110.0,220.0,11972.0,2021-04-12 19:11:30.000000,1.6.1,25.0,633384.0,34.0,,,432.0,https://pypi.org/project/jupyter_server,623486.0,https://anaconda.org/conda-forge/jupyter_server,2021-04-12 23:21:02.972000,306823.0,3.0,,,,,,,,,,,,,,,,,,
37,nbclient,A client library for executing notebooks. Formally nbconvert's ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,24,False,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000000,2021-04-14 09:33:34.000000,2021-04-07 15:46:54.000000,29.0,19.0,45.0,62.0,193.0,,,,11017996.0,11.0,13926.0,13926.0,19.0,https://pypi.org/project/nbclient,10945948.0,https://anaconda.org/conda-forge/nbclient,2021-02-26 10:44:05.167000,1008672.0,2.0,,,,,,,,,,,,,,,,,,
38,Perspective,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,23,True,finos/perspective,perspective-python,,https://github.com/finos/perspective,2017-11-02 16:27:54.000000,2021-04-15 04:42:48.000000,2021-04-15 01:42:23.000000,352.0,62.0,328.0,3316.0,4387.0,,,,3454.0,,183.0,183.0,62.0,https://pypi.org/project/perspective-python,1589.0,,,,1.0,,,,,,@finos/perspective-jupyterlab,Apache-2.0,https://www.npmjs.com/package/@finos/perspective-jupyterlab,1865.0,,,,,,,,,
39,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,23,True,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000000,2021-03-07 23:26:08.000000,2020-04-07 18:56:49.000000,334.0,140.0,123.0,2622.0,405.0,2020-04-07 16:34:17.000000,1.3.1,,62784.0,21.0,1.0,1.0,30.0,https://pypi.org/project/qgrid,53184.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336000,291837.0,2.0,,,,,,qgrid,Apache-2.0,https://www.npmjs.com/package/qgrid,1921.0,,,,,,,,,
40,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,False,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000000,2021-04-15 00:58:33.048000,2021-04-14 17:37:44.000000,111.0,48.0,210.0,1956.0,1926.0,,,,407059.0,19.0,45.0,45.0,32.0,https://pypi.org/project/nbdime,122231.0,https://anaconda.org/conda-forge/nbdime,2021-04-15 00:58:33.048000,292063.0,2.0,,,,,,nbdime-jupyterlab,,https://www.npmjs.com/package/nbdime-jupyterlab,279212.0,,,,,,,,,
41,ipyparallel,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,23,False,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000000,2021-04-14 09:55:48.000000,2021-04-14 09:55:48.000000,746.0,145.0,107.0,1934.0,,,,,135493.0,15.0,1487.0,1487.0,97.0,https://pypi.org/project/ipyparallel,128538.0,https://anaconda.org/conda-forge/ipyparallel,2021-01-22 17:12:52.539000,417354.0,2.0,,,,,,,,,,,,,,,,,,
42,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,23,False,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000000,2021-03-19 18:11:30.000000,2021-02-04 03:22:19.000000,329.0,121.0,242.0,958.0,1081.0,2021-01-02 20:41:36.000000,0.18.0,,47375.0,13.0,178.0,178.0,49.0,https://pypi.org/project/sparkmagic,46738.0,https://anaconda.org/conda-forge/sparkmagic,2021-01-07 08:26:56.626000,28054.0,2.0,,,,,,,,,,,,,,,,,,
43,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,23,True,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000000,2021-03-08 10:44:34.000000,2021-01-22 17:01:16.000000,112.0,24.0,13.0,475.0,119.0,2021-01-22 17:07:52.000000,0.4.0,58.0,20720.0,9.0,321.0,321.0,3.0,https://pypi.org/project/jupyter-dash,20715.0,,,,2.0,,,,,,,MIT,,,,,,,,,,,
44,ipycanvas,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,23,True,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000000,2021-04-02 15:12:27.000000,2021-04-02 15:12:27.000000,35.0,25.0,55.0,430.0,329.0,2021-01-20 17:23:41.000000,0.8.2,,10702.0,24.0,90.0,90.0,11.0,https://pypi.org/project/ipycanvas,9648.0,https://anaconda.org/conda-forge/ipycanvas,2021-01-20 17:56:51.201000,20032.0,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
45,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,False,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000000,2021-04-06 17:45:37.000000,2021-01-27 08:24:41.000000,37.0,29.0,60.0,347.0,435.0,,,,74997.0,8.0,992.0,992.0,26.0,https://pypi.org/project/nbval,72366.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985000,126297.0,2.0,,,,,,,,,,,,,,,,,,
46,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,23,True,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,2014-08-24 20:53:45.000000,2021-04-04 14:49:24.000000,2021-04-04 14:49:24.000000,68.0,24.0,112.0,234.0,1069.0,,,,26336.0,46.0,424.0,424.0,27.0,https://pypi.org/project/metakernel,19070.0,https://anaconda.org/conda-forge/metakernel,2020-11-11 18:56:46.728000,435997.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
47,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,True,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,2015-04-09 06:57:29.000000,2021-04-14 09:47:01.000000,2021-04-13 08:19:02.000000,197.0,116.0,149.0,214.0,1928.0,,,,11704040.0,,,,100.0,https://pypi.org/project/jupyter-client,11704040.0,,,,2.0,,,,,,,BSD-3-Clause,,,,-8.0,,,,,,,
48,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,22,True,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,2016-08-17 23:32:50.000000,2021-03-12 23:00:14.000000,2021-03-12 23:00:14.000000,600.0,119.0,159.0,4709.0,574.0,2021-01-20 07:24:58.000000,0.9.0,,3516.0,30.0,,,57.0,https://pypi.org/project/knowledge-repo,3516.0,,,,2.0,,,,,,,Apache-2.0,,,,,,,,,,,
49,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,22,True,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000000,2021-04-13 18:19:53.000000,2021-04-13 18:18:53.000000,200.0,40.0,118.0,2866.0,385.0,2021-03-18 17:47:36.000000,0.7.2,39.0,1311.0,14.0,,,28.0,,,,,,1.0,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,6.0,82605.0,,MIT,,,,,github.com/gopherdata/gophernotes,,,,,,
50,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,22,True,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000000,2021-01-21 14:03:03.000000,2021-01-21 14:02:57.000000,366.0,340.0,4172.0,2546.0,1689.0,2018-12-04 18:27:21.000000,1.3.0,31.0,23389.0,39.0,,,43.0,https://pypi.org/project/beakerx,10071.0,https://anaconda.org/conda-forge/beakerx,2020-10-16 00:01:07.915000,397304.0,2.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,21.0,243699.0,beakerx,Apache-2.0,https://www.npmjs.com/package/beakerx,1310.0,,,,,,,,,
51,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,22,True,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000000,2021-02-01 12:03:17.000000,2020-12-02 09:03:55.000000,460.0,146.0,400.0,1858.0,1382.0,,,,17132.0,,5.0,5.0,83.0,,,,,,2.0,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2020-12-02 09:25:43.416709,26.0,1781734.0,,BSD-3-Clause,,,,,,,,,,,
52,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,22,True,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000000,2021-04-14 12:48:36.000000,2021-04-12 16:19:43.000000,690.0,13.0,244.0,1754.0,1868.0,2021-03-30 17:11:51.000000,da8df81cfa243148eed7af89d88ab85a88419749938682aa3d380cf04de90034,,2629.0,39.0,,,140.0,,,,,,2.0,kaggle/python,https://hub.docker.com/r/kaggle/python,2021-03-30 17:35:14.344536,151.0,189344.0,,Apache-2.0,,,,,,,,,,,
53,JupyterLab LSP,Coding assistance for JupyterLab (code navigation + hover suggestions + linters + autocompletion + rename) using..,https://github.com/krassowski/jupyterlab-lsp,,lab-extensions,22,True,krassowski/jupyterlab-lsp,,,https://github.com/krassowski/jupyterlab-lsp,2019-08-17 11:34:22.000000,2021-04-05 20:59:14.000000,2021-04-05 20:59:13.000000,58.0,101.0,201.0,839.0,1963.0,2021-03-22 12:07:01.000000,3.5.0,,18130.0,31.0,1.0,1.0,27.0,,,,,,1.0,,,,,,@krassowski/jupyterlab-lsp,BSD-3-Clause,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,18130.0,,,,,,,,,
54,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,22,True,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,2014-09-26 20:08:26.000000,2021-04-14 13:56:53.000000,2021-03-26 10:25:36.000000,255.0,14.0,222.0,374.0,587.0,,,,7528.0,3.0,90.0,90.0,62.0,https://pypi.org/project/dockerspawner,7269.0,https://anaconda.org/conda-forge/dockerspawner,2019-04-26 00:50:54.465000,7524.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
55,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,22,True,jupyterhub/kubespawner,jupyterhub-kubespawner,,https://github.com/jupyterhub/kubespawner,2015-11-21 07:02:52.000000,2021-04-06 15:46:53.000000,2021-03-14 09:12:04.000000,206.0,42.0,205.0,355.0,911.0,,,,9330.0,,87.0,87.0,61.0,https://pypi.org/project/jupyterhub-kubespawner,9330.0,,,,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
56,ipywebrtc,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,22,True,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000000,2021-03-29 11:48:21.469000,2021-03-29 11:25:59.000000,29.0,24.0,20.0,175.0,209.0,,,,23941.0,8.0,221.0,221.0,9.0,https://pypi.org/project/ipywebrtc,18280.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469000,183240.0,2.0,,,,,,jupyter-webrtc,MIT,https://www.npmjs.com/package/jupyter-webrtc,1497.0,,,,,,,,,
57,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,21,False,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,2013-07-13 17:05:16.000000,2021-04-06 05:51:36.000000,2021-04-06 05:51:36.000000,698.0,297.0,447.0,4549.0,2608.0,2019-01-02 12:23:07.000000,0.5.1,,201280.0,1.0,,,127.0,https://pypi.org/project/jupyter_contrib_nbextensions,201280.0,,,,1.0,,,,,,,,,,,-7.0,,,,,,,
58,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,21,True,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,2014-02-26 02:57:07.000000,2021-04-08 11:53:09.420515,2021-02-10 10:22:01.000000,280.0,46.0,492.0,1423.0,577.0,2020-07-20 12:11:32.000000,1.1.1,,4288.0,15.0,,,38.0,,,https://anaconda.org/r/r-irkernel,2020-03-10 23:18:20.173000,31966.0,1.0,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2021-04-08 11:53:09.420515,38.0,330738.0,,MIT,,,,,,IRkernel,,,,,
59,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,21,True,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,2014-09-13 03:27:36.000000,2021-04-08 11:53:15.000000,2021-03-19 01:01:25.000000,249.0,182.0,567.0,1004.0,2937.0,2019-11-07 21:56:26.000000,0.6.1,,5972.0,18.0,,,81.0,https://pypi.org/project/nbgrader,4286.0,https://anaconda.org/conda-forge/nbgrader,2021-03-10 20:40:41.451000,86019.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
60,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,21,True,googledatalab/datalab,datalab,,https://github.com/googledatalab/datalab,2014-08-06 18:37:34.000000,2020-09-09 05:30:44.000000,2020-09-09 05:30:42.000000,241.0,221.0,666.0,954.0,2053.0,2019-01-17 18:31:29.000000,1.2.20190116,,41980.0,18.0,,,51.0,https://pypi.org/project/datalab,41980.0,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,,
61,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,21,True,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000000,2021-04-10 13:03:06.000000,2021-04-10 13:03:02.000000,69.0,26.0,110.0,764.0,163.0,2021-04-10 11:39:23.000000,3.0.7,,15755.0,6.0,3.0,3.0,16.0,,,,,,1.0,,,,,,@lckr/jupyterlab_variableinspector,BSD-3-Clause,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,15755.0,,,,,,,,,
62,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,21,False,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000000,2021-03-02 13:32:39.505000,2021-02-26 14:01:59.000000,150.0,59.0,141.0,720.0,1659.0,,,,41446.0,15.0,15.0,15.0,27.0,https://pypi.org/project/pythreejs,23848.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505000,288991.0,2.0,,,,,,jupyter-threejs,,https://www.npmjs.com/package/jupyter-threejs,12700.0,,,,,,,,,
63,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,21,True,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,2018-03-12 15:55:19.000000,2020-11-20 20:06:42.000000,2020-11-20 20:06:41.000000,93.0,65.0,49.0,665.0,517.0,2018-04-16 17:16:10.000000,0.2.0,,267118.0,1.0,57.0,57.0,12.0,,,,,,1.0,,,,,,@jupyterlab/toc,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/toc,267118.0,,,,,,,,,
64,Stencila,Stencila.,https://github.com/stencila/stencila,,notebook-sharing,21,False,stencila/stencila,,,https://github.com/stencila/stencila,2012-05-31 02:43:31.000000,2021-04-15 09:33:01.000000,2021-04-15 09:32:55.000000,32.0,6.0,446.0,588.0,2945.0,2021-04-15 09:33:02.000000,0.49.0,1230.0,730.0,81.0,13.0,13.0,20.0,,,,,,3.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16458.0,stencila,Apache-2.0,https://www.npmjs.com/package/stencila,563.0,,,,,,,,,
65,Mapbox GL,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,21,False,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000000,2021-03-02 19:26:30.000000,2019-12-03 21:57:25.000000,116.0,28.0,67.0,563.0,220.0,2019-06-03 21:24:10.000000,0.10.2,,7417.0,14.0,95.0,95.0,20.0,https://pypi.org/project/mapboxgl,7417.0,,,,2.0,,,,,,,MIT,,,,,,,,,,,
66,Resource Usage,Jupyter Notebook Extension for monitoring your own Resource Usage.,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,21,True,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000000,2021-03-22 07:17:55.000000,2021-03-22 07:17:52.000000,53.0,25.0,24.0,224.0,138.0,2020-12-18 20:29:35.000000,0.5.1,,29132.0,4.0,25.0,25.0,14.0,https://pypi.org/project/jupyter-resource-usage,10430.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946000,243138.0,1.0,,,,,,,BSD-2-Clause,,,,,,,,,,,
67,sos,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,21,True,vatlab/SOS,,,https://github.com/vatlab/sos,2016-02-13 00:46:46.000000,2021-02-26 19:51:47.000000,2021-02-26 19:51:31.000000,25.0,50.0,1352.0,198.0,7498.0,2019-05-21 01:06:30.000000,0.9.11,,,51.0,565.0,565.0,33.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
68,ipyvuetify,Jupyter widgets based on vuetify UI components.,https://github.com/mariobuikhuizen/ipyvuetify,,widgets,21,True,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/mariobuikhuizen/ipyvuetify,2019-05-14 17:35:51.000000,2021-03-30 18:31:20.000000,2021-02-22 17:03:17.000000,29.0,45.0,62.0,188.0,192.0,2021-01-15 09:50:46.000000,1.6.1,,22980.0,24.0,4.0,4.0,10.0,https://pypi.org/project/ipyvuetify,21010.0,https://anaconda.org/conda-forge/ipyvuetify,2021-02-22 19:18:07.995000,41376.0,2.0,,,,,,,MIT,,,,,,,,,,,
69,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,21,True,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000000,2021-04-05 05:24:06.000000,2020-12-14 10:15:47.000000,134.0,51.0,74.0,147.0,162.0,2018-06-14 12:02:35.000000,1.2.2,,7977.0,3.0,68.0,68.0,28.0,https://pypi.org/project/jupyterhub-ldapauthenticator,7442.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507000,18208.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
70,ipycytoscape,A Cytoscape Jupyter widget.,https://github.com/QuantStack/ipycytoscape,,widgets,21,True,QuantStack/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/QuantStack/ipycytoscape,2020-02-05 13:46:52.000000,2021-03-29 15:33:35.000000,2021-03-29 15:33:35.000000,39.0,48.0,73.0,134.0,544.0,2021-01-05 04:00:14.000000,1.2.0,2.0,1195.0,15.0,28.0,28.0,25.0,,,https://anaconda.org/conda-forge/ipycytoscape,2021-01-05 07:41:06.454000,15545.0,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
71,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,21,True,jupyterhub/nbgitpuller,nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,2017-05-24 19:41:10.000000,2021-04-14 23:47:27.000000,2021-03-21 21:13:22.000000,47.0,30.0,56.0,128.0,340.0,,,,33790.0,6.0,289.0,289.0,20.0,https://pypi.org/project/nbgitpuller,33052.0,https://anaconda.org/conda-forge/nbgitpuller,2020-08-01 13:34:29.631000,16248.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
72,jupyter-packaging,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,21,True,jupyter/jupyter-packaging,jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,2017-03-04 19:38:49.000000,2021-04-13 12:11:44.082000,2021-04-13 10:08:18.000000,32.0,7.0,12.0,27.0,236.0,2021-04-13 10:08:56.000000,0.9.1,,528950.0,20.0,,,17.0,https://pypi.org/project/jupyter-packaging,521086.0,https://anaconda.org/conda-forge/jupyter-packaging,2021-04-13 12:11:44.082000,86510.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
73,Hydrogen,"Run code interactively, inspect data, and plot. All the power of Jupyter kernels, inside your favorite text editor.",https://github.com/nteract/hydrogen,,notebook-environments,20,True,nteract/hydrogen,,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000000,2021-04-15 11:57:06.000000,2021-04-15 11:56:47.000000,288.0,143.0,1062.0,3690.0,2278.0,2021-04-15 11:57:47.000000,2.15.2,,,85.0,,,86.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,,
74,ML Workspace,All-in-one web-based IDE specialized for machine learning and data science.,https://github.com/ml-tooling/ml-workspace,,notebook-environments,20,True,ml-tooling/ml-workspace,,,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15.000000,2021-04-06 18:23:04.000000,2021-01-15 13:13:35.000000,227.0,10.0,50.0,1877.0,,2021-01-11 00:36:32.000000,0.12.1,,16798.0,3.0,,,9.0,,,,,,3.0,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-01-11 00:11:14.480525,16.0,386365.0,,Apache-2.0,,,,,,,,,,,
75,elyra,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,20,True,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000000,2021-04-15 05:21:51.000000,2021-04-13 18:27:21.000000,134.0,167.0,715.0,879.0,967.0,,,,2435.0,9.0,17.0,17.0,21.0,https://pypi.org/project/elyra,2015.0,https://anaconda.org/conda-forge/elyra,2021-01-13 18:23:08.007000,3365.0,2.0,,,,,,,Apache-2.0,,,,,,,,,,,
76,What-If Tool,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,20,True,PAIR-code/what-if-tool,witwidget,,https://github.com/PAIR-code/what-if-tool,2018-09-07 20:26:10.000000,2021-03-31 09:17:26.000000,2021-03-17 12:46:20.000000,100.0,36.0,37.0,487.0,319.0,2021-01-19 14:38:47.000000,1.8.0,,13117.0,2.0,,,19.0,https://pypi.org/project/witwidget,9384.0,,,,2.0,,,,,,wit-widget,Apache-2.0,https://www.npmjs.com/package/wit-widget,3733.0,,,,,,,,,
77,nbtutor,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,20,True,lgpage/nbtutor,,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,2016-11-07 14:08:25.000000,2021-03-07 20:10:37.000000,2021-02-21 18:17:10.000000,32.0,18.0,11.0,384.0,176.0,2016-12-23 12:20:44.000000,1.0.4,,1478.0,2.0,19.0,19.0,3.0,,,https://anaconda.org/conda-forge/nbtutor,2020-10-15 14:07:05.970000,76867.0,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
78,Appmode,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,20,True,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000000,2021-01-24 17:12:41.412000,2020-06-09 08:15:17.000000,59.0,3.0,48.0,362.0,95.0,2020-06-09 08:17:47.000000,0.8.0,,5490.0,8.0,253.0,253.0,8.0,https://pypi.org/project/appmode,2815.0,https://anaconda.org/conda-forge/appmode,2021-01-24 17:12:41.412000,109691.0,2.0,,,,,,,MIT,,,,,,,,,,,
