,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,license,npm_url,npm_monthly_downloads,trending,new_addition,go_id,cran_id,pypi,gem_id,updated_github_id,hex_id,bitbucket_id
243,jupyterlab-gitplus,JupyterLab extension to create GitHub commits & pull requests.,https://github.com/ReviewNB/jupyterlab-gitplus,,lab-extensions,10,True,ReviewNB/jupyterlab-gitplus,jupyterlab_gitplus,,https://github.com/ReviewNB/jupyterlab-gitplus,2020-03-05 13:43:58.000000,2021-01-05 22:46:27.000000,2020-04-15 13:08:42.000000,8.0,4.0,4.0,76.0,82.0,,,,419.0,,,,2.0,https://pypi.org/project/jupyterlab_gitplus,24.0,,,,3.0,,,,,,@reviewnb/jupyterlab_gitplus,AGPL-3.0,https://www.npmjs.com/package/@reviewnb/jupyterlab_gitplus,395.0,,,,,,,,,
244,JupyterLab Bytecode,JupyterLab extension to explore CPython Bytecode.,https://github.com/jtpio/jupyterlab-python-bytecode,,lab-extensions,10,True,jtpio/jupyterlab-python-bytecode,,,https://github.com/jtpio/jupyterlab-python-bytecode,2018-09-29 19:55:49.000000,2021-03-08 22:16:47.000000,2020-10-16 21:38:08.000000,5.0,1.0,3.0,57.0,114.0,,,,82.0,,,,2.0,,,,,,3.0,,,,,,jupyterlab-python-bytecode,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-python-bytecode,82.0,,,,,,,,,
245,KnowledgeLab,KnowledgeRepo + JupyterLab.,https://github.com/timkpaine/knowledgelab,,lab-extensions,10,True,timkpaine/knowledgelab,knowledgelab,,https://github.com/timkpaine/knowledgelab,2017-10-18 01:10:58.000000,2020-12-15 00:41:43.000000,2020-12-15 00:41:03.000000,6.0,2.0,23.0,40.0,93.0,,,,109.0,1.0,2.0,2.0,3.0,https://pypi.org/project/knowledgelab,6.0,,,,3.0,,,,,,knowledgelab,Apache-2.0,https://www.npmjs.com/package/knowledgelab,103.0,,,,,,,,,
246,WrapSpawner,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,10,True,jupyterhub/wrapspawner,,,https://github.com/jupyterhub/wrapspawner,2016-09-21 21:48:31.000000,2020-11-04 16:06:52.000000,2020-11-04 16:06:52.000000,41.0,15.0,13.0,38.0,28.0,,,,,,,,15.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
247,perfume,Interactive performance benchmarking in Jupyter.,https://github.com/leifwalsh/perfume,,widgets,10,False,leifwalsh/perfume,perfume-bench,,https://github.com/leifwalsh/perfume,2017-07-10 14:34:03.000000,2021-03-22 17:35:15.000000,2020-10-31 19:46:42.000000,3.0,2.0,4.0,30.0,196.0,2018-05-20 05:09:14.000000,0.1.6,,15.0,1.0,,,3.0,https://pypi.org/project/perfume-bench,15.0,,,,3.0,,,,,,,,,,,,,,,,,,
248,FargateSpawner,Spawns JupyterHub single user servers in Docker containers running in AWS Fargate.,https://github.com/uktrade/fargatespawner,,hub-spawners,10,False,uktrade/fargatespawner,fargatespawner,,https://github.com/uktrade/fargatespawner,2018-09-12 14:06:22.000000,2020-06-28 13:26:04.000000,2020-06-28 13:25:54.000000,16.0,4.0,4.0,22.0,59.0,,,,76.0,,,,3.0,https://pypi.org/project/fargatespawner,76.0,,,,3.0,,,,,,,MIT,,,,,,,,,,,
249,YarnSpawner,Spawn JupyterHub single user notebook servers in Hadoop/YARN containers.,https://github.com/jupyterhub/yarnspawner,,hub-spawners,10,False,jupyterhub/yarnspawner,jupyterhub-yarnspawner,conda-forge/jupyterhub-yarnspawner,https://github.com/jupyterhub/yarnspawner,2018-12-18 19:31:03.000000,2020-10-08 04:16:29.489000,2019-07-16 16:58:16.000000,8.0,4.0,4.0,18.0,37.0,,,,751.0,4.0,,,2.0,https://pypi.org/project/jupyterhub-yarnspawner,18.0,https://anaconda.org/conda-forge/jupyterhub-yarnspawner,2020-10-08 04:16:29.489000,19083.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
250,remote_ikernel,"All your Jupyter kernels, on all your machines, in one place.",https://github.com/tdaff/remote_ikernel,,kernels,10,False,tdaff/remote_ikernel,remote_ikernel,,https://github.com/tdaff/remote_ikernel,2017-07-11 14:29:42.000000,2020-11-08 22:41:49.000000,2020-11-08 22:02:16.000000,6.0,8.0,18.0,5.0,78.0,,,,226.0,,,,7.0,https://pypi.org/project/remote_ikernel,226.0,,,,3.0,,,,,,,BSD-2-Clause,,,,,,,,,,,tdaff/remote_ikernel
251,Hash Authenticator,Authenticate users with passwords generated from their username.,https://github.com/thedataincubator/jupyterhub-hashauthenticator,,hub-auth,10,False,thedataincubator/jupyterhub-hashauthenticator,jupyterhub-hashauthenticator,,https://github.com/thedataincubator/jupyterhub-hashauthenticator,2017-08-18 19:18:33.000000,2021-03-09 21:34:23.000000,2021-03-09 21:34:14.000000,3.0,,,3.0,40.0,,,,45.0,,,,3.0,https://pypi.org/project/jupyterhub-hashauthenticator,45.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
252,Remote Authenticator,"A collection of JupyterHub Authenticators, including Header, Remote-User and Dummy, based on..",https://github.com/ucphhpc/jhub-authenticators,,hub-auth,10,True,rasmunk/jhub-authenticators,jhub-authenticators,,https://github.com/ucphhpc/jhub-authenticators,2017-12-20 14:46:18.000000,2021-02-03 19:25:53.000000,2021-02-03 19:25:30.000000,1.0,,,,178.0,2019-04-12 15:44:39.000000,0.2.2,,37.0,3.0,,,5.0,https://pypi.org/project/jhub-authenticators,37.0,,,,3.0,,,,,,,GPL-3.0,,,,,,,,,ucphhpc/jhub-authenticators,,
253,evidently,Interactive reports to analyze machine learning models during validation or production monitoring.,https://github.com/evidentlyai/evidently,,widgets,9,False,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,2020-11-25 15:20:08.000000,2021-03-25 20:24:34.000000,2021-03-25 20:24:03.000000,17.0,,4.0,324.0,,,,,,,2.0,2.0,3.0,,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,,
254,Vision UI,UI visual interface for fastai - now compatible with Google Colab.,https://github.com/asvcode/Vision_UI,,widgets,9,False,asvcode/Vision_UI,,,https://github.com/asvcode/Vision_UI,2019-05-23 04:53:03.000000,2020-07-05 04:00:59.000000,2020-07-05 04:00:59.000000,33.0,1.0,2.0,244.0,112.0,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,
255,ipyannotate,Jupyter Widget for data annotation.,https://github.com/ipyannotate/ipyannotate,,widgets,9,False,ipyannotate/ipyannotate,ipyannotate,,https://github.com/ipyannotate/ipyannotate,2018-07-23 19:23:28.000000,2021-03-08 20:42:30.000000,2020-09-20 09:38:39.000000,8.0,4.0,,108.0,27.0,,,,49.0,,,,3.0,https://pypi.org/project/ipyannotate,20.0,,,,3.0,,,,,,ipyannotate,,https://www.npmjs.com/package/ipyannotate,29.0,,,,,,,,,
256,Gruvbox Theme,Gruvbox dark theme for Jupyter Lab. Modeled on classic gruvbox color palette and jupyter-themes gruvbox theme.,https://github.com/Rahlir/theme-gruvbox,,lab-themes,9,False,Rahlir/theme-gruvbox,,,https://github.com/Rahlir/theme-gruvbox,2019-05-03 20:34:01.000000,2020-04-12 19:23:01.000000,2020-04-12 19:22:55.000000,7.0,,,32.0,44.0,,,,237.0,,,,3.0,,,,,,3.0,,,,,,@rahlir/theme-gruvbox,,https://www.npmjs.com/package/@rahlir/theme-gruvbox,237.0,,,,,,,,,
257,ipyp5,p5.js Jupyter Widget.,https://github.com/jtpio/ipyp5,,widgets,9,False,jtpio/ipyp5,ipyp5,,https://github.com/jtpio/ipyp5,2018-03-06 17:50:12.000000,2021-03-08 20:14:13.000000,2020-10-16 21:38:41.000000,4.0,4.0,,26.0,60.0,,,,10.0,,,,2.0,https://pypi.org/project/ipyp5,10.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
258,Theme Toggle,JupyterLab extension to toggle the theme in the Top Bar area.,https://github.com/jtpio/jupyterlab-theme-toggle,,lab-themes,9,False,jtpio/jupyterlab-theme-toggle,,,https://github.com/jtpio/jupyterlab-theme-toggle,2019-07-27 08:45:07.000000,2020-12-04 23:06:05.000000,2020-11-06 21:10:43.000000,1.0,2.0,1.0,7.0,,,,,2995.0,,2.0,2.0,,,,,,,3.0,,,,,,jupyterlab-theme-toggle,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-theme-toggle,2995.0,,,,,,,,,
259,jupyterlab-executor,JupyterLab extension to execute the scripts from the file browser.,https://github.com/gavincyi/jupyterlab-executor,,lab-extensions,9,False,gavincyi/jupyterlab-executor,jupyterlab-executor,,https://github.com/gavincyi/jupyterlab-executor,2020-12-29 15:51:54.000000,2021-03-24 22:08:04.000000,2021-03-24 21:14:10.000000,,1.0,,3.0,,2021-03-24 21:17:12.000000,2021.1.6,,114.0,3.0,,,2.0,https://pypi.org/project/jupyterlab-executor,37.0,,,,3.0,,,,,,@gavincyi/jupyterlab-executor,BSD-3-Clause,https://www.npmjs.com/package/@gavincyi/jupyterlab-executor,77.0,,True,,,,,,,
260,easyexplore,Toolbox for easy and effective data exploration in Python.,https://github.com/GianniBalistreri/easyexplore,,widgets,9,False,GianniBalistreri/easyexplore,easyexplore,,https://github.com/GianniBalistreri/easyexplore,2020-05-04 17:26:04.000000,2021-03-08 15:19:03.000000,2021-03-08 15:19:03.000000,1.0,,1.0,1.0,200.0,,,,264.0,,1.0,1.0,3.0,https://pypi.org/project/easyexplore,264.0,,,,3.0,,,,,,,GPL-3.0,,,,,,,,,,,
261,Jupyter Black,Black formatter for Jupyter Notebook.,https://github.com/drillan/jupyter-black,,jupyter-extensions,8,True,drillan/jupyter-black,,,https://github.com/drillan/jupyter-black,2018-08-10 05:21:02.000000,2020-02-01 03:27:05.000000,2020-02-01 03:27:04.000000,12.0,8.0,10.0,330.0,10.0,,,,,,,,2.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
262,PPExtensions,Set of iPython and Jupyter extensions to improve user experience.,https://github.com/paypal/PPExtensions,,jupyter-extensions,8,False,paypal/PPExtensions,ppextensions,,https://github.com/paypal/PPExtensions,2018-08-17 20:07:23.000000,2019-11-22 13:46:43.000000,2018-12-07 00:05:33.000000,25.0,16.0,22.0,46.0,32.0,,,,19.0,,1.0,1.0,9.0,https://pypi.org/project/ppextensions,19.0,,,,3.0,,,,,,,,,,,,,,,,,,
263,jdaviz,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,8,False,spacetelescope/jdaviz,jdaviz,,https://github.com/spacetelescope/jdaviz,2019-05-07 17:54:06.000000,2021-03-25 19:01:08.000000,2021-03-24 21:13:11.000000,22.0,145.0,85.0,17.0,,,,,96.0,,,,19.0,https://pypi.org/project/jdaviz,96.0,,,,3.0,,,,,,,,,,,,,,,,,,
264,CAS Authenticator,CAS authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_cas_authenticator,,hub-auth,8,False,cwaldbieser/jhub_cas_authenticator,jhub_cas_authenticator,,https://github.com/cwaldbieser/jhub_cas_authenticator,2017-09-17 19:17:08.000000,2020-03-27 22:24:32.000000,2020-03-27 22:23:51.000000,10.0,1.0,10.0,15.0,40.0,,,,111.0,,,,4.0,https://pypi.org/project/jhub_cas_authenticator,111.0,,,,3.0,,,,,,,GPL-3.0,,,,,,,,,,,
265,JupyterLab Spark,Spark Application UI extension for JupyterLab.,https://github.com/manuzhang/jupyterlab_spark,,lab-extensions,8,False,manuzhang/jupyterlab_spark,,,https://github.com/manuzhang/jupyterlab_spark,2019-04-20 06:31:59.000000,2020-09-11 15:50:30.000000,2020-09-11 15:50:22.000000,2.0,1.0,3.0,7.0,18.0,2020-07-05 07:25:43.000000,0.3.1,,63.0,2.0,,,2.0,,,,,,3.0,,,,,,jupyterlab_spark,Apache-2.0,https://www.npmjs.com/package/jupyterlab_spark,63.0,,,,,,,,,
266,ipyaggrid,,https://github.com/DGothrek/ipyaggrid,,widgets,8,False,DGothrek/ipyaggrid,ipyaggrid,,https://github.com/DGothrek/ipyaggrid,2019-05-06 04:24:26.000000,2019-05-06 04:27:06.000000,2019-05-06 04:27:05.000000,,5.0,,5.0,47.0,,,,2988.0,,,,2.0,https://pypi.org/project/ipyaggrid,1370.0,,,,3.0,,,,,,ipyaggrid,MIT,https://www.npmjs.com/package/ipyaggrid,1618.0,,,,,,,,,
267,Jupter-Notebook-REST-API,Run your jupyter notebooks as a REST API endpoint. This isn't a jupyter server but rather just a way to run your..,https://github.com/Invictify/Jupter-Notebook-REST-API,,notebook-tools,7,False,Invictify/Jupter-Notebook-REST-API,,,https://github.com/Invictify/Jupter-Notebook-REST-API,2020-03-31 22:48:04.000000,2021-03-20 03:13:07.000000,2020-03-31 23:00:06.000000,4.0,,,25.0,2.0,,,,,,,,2.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,,
268,Keberos Authenticator,A JupyterHub authenticator using Kerberos.,https://github.com/jupyterhub/kerberosauthenticator,,hub-auth,7,False,jupyterhub/kerberosauthenticator,jupyterhub-kerberosauthenticator,,https://github.com/jupyterhub/kerberosauthenticator,2019-04-17 18:01:36.000000,2019-07-16 16:57:42.000000,2019-07-16 16:57:24.000000,3.0,3.0,2.0,9.0,21.0,,,,16.0,,,,2.0,https://pypi.org/project/jupyterhub-kerberosauthenticator,16.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
269,jupyterterminals,Jupyter plugin to support inline terminal shells along with buttons to control them.,https://github.com/willkessler/jupyterterminals,,jupyter-extensions,7,False,willkessler/jupyterterminals,,,https://github.com/willkessler/jupyterterminals,2020-03-08 16:36:18.000000,2020-07-20 01:53:47.000000,2020-04-28 05:44:18.000000,2.0,,1.0,7.0,39.0,,,,,,1.0,1.0,,,,,,,3.0,,,,,,,MIT,,,,,,,,,,,
270,Nord Theme,JupyterLab - Nord Theme.,https://github.com/kenshohara/theme-nord-extension,,lab-themes,6,False,kenshohara/theme-nord-extension,,,https://github.com/kenshohara/theme-nord-extension,2019-06-11 02:09:21.000000,2020-09-20 09:11:33.000000,2020-09-20 09:10:43.000000,1.0,2.0,3.0,23.0,13.0,,,,62.0,,,,,,,,,,3.0,,,,,,@kenshohara/theme-nord-extension,,https://www.npmjs.com/package/@kenshohara/theme-nord-extension,62.0,,,,,,,,,
271,SSH Authenticator,A simple SSH authenticator for JupyterHub.,https://github.com/andreas-h/sshauthenticator,,hub-auth,6,False,andreas-h/sshauthenticator,,,https://github.com/andreas-h/sshauthenticator,2019-09-03 10:20:22.000000,2019-09-03 15:17:32.000000,2019-09-03 15:17:07.000000,1.0,,,4.0,4.0,,,,,,,,,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
272,ssh_ipykernel,A remote jupyter kernel via ssh.,https://github.com/bernhard-42/ssh_ipykernel,,kernels,6,False,bernhard-42/ssh_ipykernel,,,https://github.com/bernhard-42/ssh_ipykernel,2019-09-01 17:43:26.000000,2020-10-30 12:56:35.000000,2020-05-26 17:32:26.000000,1.0,,,3.0,73.0,,,,,,,,2.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,,
273,nb_black,A simple extension for Jupyter Notebook and Jupyter Lab to beautify Python code automatically using Black.,,,magic,6,False,,nb_black,conda-forge/nb_black,,2019-05-02 16:13:43.498000,2019-11-30 11:30:08.595000,,,,,,,,,,9813.0,4.0,,,,https://pypi.org/project/nb_black,8142.0,https://anaconda.org/conda-forge/nb_black,2019-11-30 11:30:08.595000,36781.0,3.0,,,,,,,,,,-8.0,,,,,,,,
274,kernel-relay,kernel-relay is a GraphQL service for interfacing with one or more Jupyter kernels.,https://github.com/nteract/kernel-relay,,kernels,5,False,nteract/kernel-relay,,,https://github.com/nteract/kernel-relay,2019-02-04 21:12:54.000000,2020-12-11 14:23:18.000000,2019-07-10 04:14:14.000000,5.0,10.0,2.0,9.0,12.0,,,,,,,,3.0,,,,,,3.0,,,,,,,,,,,,,,,,,,
