,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,license,npm_url,npm_monthly_downloads,new_addition,trending,go_id,cran_id,updated_github_id,pypi,gem_id,hex_id,bitbucket_id
175,JupyterLab Spreadsheet,"JupyterLab plugin for viewing spreadsheets, such as Excel .xls/.xlsx workbooks and OpenOffice .ods files.",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,15,True,quigleyj97/jupyterlab-spreadsheet,,,https://github.com/quigleyj97/jupyterlab-spreadsheet,2018-10-13 22:51:03.000000,2021-02-02 18:01:04.000000,2021-02-02 03:01:26.000000,9.0,6.0,13.0,105.0,,2021-02-02 03:03:28.000000,0.4.0,,4439.0,4.0,,,4.0,,,,,,3.0,,,,,,jupyterlab-spreadsheet,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-spreadsheet,4439.0,,,,,,,,,
176,JupyterLab Quickopen,Quickly open a file in JupyterLab by typing part of its name.,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,15,True,parente/jupyterlab-quickopen,jupyterlab-quickopen,,https://github.com/parente/jupyterlab-quickopen,2018-12-04 01:00:58.000000,2021-03-21 22:13:27.000000,2021-03-21 22:13:20.000000,7.0,,,65.0,36.0,2020-12-31 18:06:25.000000,1.0.0,,1220.0,1.0,,,5.0,https://pypi.org/project/jupyterlab-quickopen,608.0,,,,3.0,,,,,,@parente/jupyterlab-quickopen,BSD-3-Clause,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,612.0,,,,,,,,,
177,Altair Viewer,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,15,True,altair-viz/altair_viewer,altair_viewer,,https://github.com/altair-viz/altair_viewer,2019-12-20 14:32:14.000000,2020-04-01 05:53:02.000000,2020-04-01 05:53:01.000000,3.0,1.0,3.0,45.0,104.0,2020-03-31 12:46:48.000000,0.3.0,,102705.0,2.0,,,2.0,https://pypi.org/project/altair_viewer,102705.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
178,jupyterlab-sos,"Jupyterlab extension for SoS Polyglot Notebook and Workflow Engine, allows multiple kernels in one notebook.",https://github.com/vatlab/jupyterlab-sos,,lab-extensions,15,True,vatlab/jupyterlab-sos,,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,2018-03-20 16:07:18.000000,2021-04-16 15:33:43.971000,2021-04-14 22:31:35.000000,,10.0,47.0,44.0,296.0,2019-09-02 19:30:02.000000,0.5.0,,1005.0,11.0,4.0,4.0,3.0,,,https://anaconda.org/conda-forge/jupyterlab-sos,2021-04-16 15:33:43.971000,7949.0,3.0,,,,,,jupyterlab-sos,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-sos,587.0,,,,,,,,,
179,JupyterLab Python Files,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,15,True,jtpio/jupyterlab-python-file,,,https://github.com/jtpio/jupyterlab-python-file,2018-10-17 22:21:21.000000,2021-04-01 07:34:56.000000,2021-04-01 07:34:54.000000,7.0,2.0,7.0,41.0,,2020-12-16 21:20:59.000000,0.5.2,,3157.0,2.0,,,3.0,,,,,,3.0,,,,,,jupyterlab-python-file,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-python-file,3157.0,,,,,,,,,
180,jupyterlab-theme-solarized-dark,JupyterLab 2.x Solarized Dark extension.,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,,lab-themes,15,True,AllanChain/jupyterlab-theme-solarized-dark,jupyterlab_theme_solarized_dark,,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,2020-04-05 12:18:48.000000,2021-04-20 04:52:47.000000,2021-04-20 04:52:46.000000,3.0,1.0,1.0,35.0,51.0,2020-12-21 09:53:24.000000,1.0.4,,6000.0,7.0,,,2.0,https://pypi.org/project/jupyterlab_theme_solarized_dark,420.0,,,,1.0,,,,,,jupyterlab-theme-solarized-dark,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-theme-solarized-dark,5580.0,,,,,,,,,
181,heat,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,14,False,csurfer/pyheatmagic,py-heat-magic,,https://github.com/csurfer/pyheatmagic,2017-08-18 20:35:01.000000,2018-04-21 09:16:49.000000,2018-04-21 09:16:37.000000,17.0,2.0,3.0,728.0,32.0,,,,970.0,,23.0,23.0,3.0,https://pypi.org/project/py-heat-magic,970.0,,,,3.0,,,,,,,MIT,,,,,,,,,,,
182,Wolfram Kernel,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,14,True,WolframResearch/WolframLanguageForJupyter,,,https://github.com/WolframResearch/WolframLanguageForJupyter,2019-01-18 19:37:06.000000,2021-01-10 22:20:14.000000,2020-12-15 17:18:31.000000,68.0,14.0,61.0,556.0,138.0,,,3495.0,158.0,2.0,,,6.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,,
183,Matlab Kernel,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,14,False,calysto/matlab_kernel,matlab_kernel,,https://github.com/Calysto/matlab_kernel,2015-01-31 12:51:06.000000,2020-11-09 20:41:50.000000,2020-11-09 20:41:43.000000,71.0,23.0,99.0,376.0,210.0,2017-10-17 21:39:32.000000,0.15.0,,1724.0,1.0,,,17.0,https://pypi.org/project/matlab_kernel,1724.0,,,,3.0,,,,,,,,,,,,,,,,,,
184,nbopen,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,14,False,takluyver/nbopen,nbopen,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18.000000,44.0,35.0,24.0,257.0,57.0,,,,1287.0,,,,10.0,https://pypi.org/project/nbopen,1287.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
185,Jupyter Spark,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,14,True,mozilla/jupyter-spark,jupyter-spark,,https://github.com/mozilla/jupyter-spark,2016-01-27 15:38:50.000000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11.000000,30.0,13.0,14.0,190.0,106.0,,,,1569.0,,,,12.0,https://pypi.org/project/jupyter-spark,1569.0,,,,3.0,,,,,,,MPL-2.0,,,,,,,,,,,
186,HTTP-over-WebSocket,,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,14,False,googlecolab/jupyter_http_over_ws,jupyter_http_over_ws,,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000000,2021-01-08 04:19:39.000000,2021-01-08 04:19:33.000000,25.0,18.0,7.0,170.0,29.0,,,,9021.0,,,,3.0,https://pypi.org/project/jupyter_http_over_ws,9021.0,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,,
187,Kernel Detection,An Jupyter plugin to enable the automatic detection of conda and virtualenv environments as kernels.,https://github.com/Cadair/jupyter_environment_kernels,,kernels,14,False,Cadair/jupyter_environment_kernels,environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,2015-01-06 14:50:00.000000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01.000000,16.0,6.0,22.0,137.0,77.0,2018-02-12 13:01:06.000000,1.1.1,,4626.0,2.0,,,7.0,https://pypi.org/project/environment_kernels,4626.0,,,,3.0,,,,,,,BSD-2-Clause,,,,,,,,,,,
188,igv.js widget,Extension for Jupyter Notebook which integrates igv.js.,https://github.com/igvteam/igv-jupyter,,widgets,14,True,igvteam/igv-jupyter,igv-jupyter,,https://github.com/igvteam/igv-jupyter,2016-07-21 18:44:38.000000,2021-04-08 17:05:59.000000,2020-12-03 16:23:27.000000,14.0,1.0,33.0,123.0,85.0,2016-10-24 18:13:38.000000,0.2.1,,264.0,4.0,1.0,1.0,4.0,https://pypi.org/project/igv-jupyter,264.0,,,,3.0,,,,,,,MIT,,,,2.0,,,,,,,
189,Content Management,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,14,False,jupyter-incubator/contentmanagement,jupyter_cms,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,2015-09-21 15:41:02.000000,2020-10-15 16:27:20.124000,2018-06-11 01:51:34.000000,24.0,7.0,20.0,75.0,136.0,,,,1385.0,3.0,,,8.0,https://pypi.org/project/jupyter_cms,310.0,https://anaconda.org/conda-forge/jupyter_cms,2020-10-15 16:27:20.124000,59145.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
190,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,14,True,QuantStack/ipytree,ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,2018-09-15 13:17:27.000000,2021-03-03 13:15:38.895000,2021-03-03 12:57:09.000000,17.0,11.0,12.0,72.0,93.0,,,,6505.0,7.0,,,7.0,https://pypi.org/project/ipytree,5860.0,https://anaconda.org/conda-forge/ipytree,2021-03-03 13:15:38.895000,16134.0,3.0,,,,,,,MIT,,,,,,,,,,,
191,nbzip,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,14,False,data-8/nbzip,nbzip,,https://github.com/data-8/nbzip,2017-09-30 17:32:31.000000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25.000000,15.0,9.0,5.0,67.0,43.0,,,,1001.0,,186.0,186.0,6.0,https://pypi.org/project/nbzip,1001.0,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,,
192,JupyterLab HDF5,"Open and explore HDF5 files in JupyterLab. Can handle very large (TB) sized files, and datasets of any dimensionality.",https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,14,True,jupyterlab/jupyterlab-hdf5,jupyterlab_hdf,,https://github.com/jupyterlab/jupyterlab-hdf5,2018-10-02 18:20:20.000000,2021-04-15 10:27:18.000000,2021-03-19 07:45:36.000000,14.0,13.0,28.0,66.0,280.0,,,,1583.0,,,,4.0,https://pypi.org/project/jupyterlab_hdf,781.0,,,,3.0,,,,,,@jupyterlab/hdf5,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/hdf5,802.0,,,,,,,,,
193,ipymaterialui,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,14,False,maartenbreddels/ipymaterialui,ipymaterialui,,https://github.com/maartenbreddels/ipymaterialui,2018-11-23 18:33:20.000000,2021-04-19 19:11:15.000000,2019-10-29 13:53:37.000000,11.0,6.0,3.0,63.0,74.0,2019-08-09 15:57:25.000000,0.1.1,,229.0,1.0,4.0,4.0,3.0,https://pypi.org/project/ipymaterialui,113.0,,,,3.0,,,,,,jupyter-materialui,MIT,https://www.npmjs.com/package/jupyter-materialui,116.0,,,,,,,,,
194,JupyterLab Shortcutui,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,14,False,jupyterlab/jupyterlab-shortcutui,,,https://github.com/jupyterlab/jupyterlab-shortcutui,2018-06-18 22:07:19.000000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32.000000,14.0,7.0,6.0,53.0,191.0,2019-09-05 11:54:07.000000,0.4.0,,799.0,3.0,,,8.0,,,,,,3.0,,,,,,@jupyterlab/shortcutui,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/shortcutui,799.0,,,,,,,,,
195,WrapSpawner,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,14,True,jupyterhub/wrapspawner,,,https://github.com/jupyterhub/wrapspawner,2016-09-21 21:48:31.000000,2021-04-13 21:03:08.000000,2021-04-13 21:03:05.000000,41.0,15.0,13.0,41.0,30.0,2021-04-13 20:56:56.000000,1.0.0,,,1.0,3.0,3.0,15.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,4.0,,,,,,,
196,Jupyter Helpers,A collection of helpers for Jupyter/IPython.,https://github.com/krassowski/jupyter-helpers,,notebook-tools,14,True,krassowski/jupyter-helpers,jupyter_helpers,,https://github.com/krassowski/jupyter-helpers,2019-03-17 22:11:35.000000,2021-02-10 16:36:22.000000,2021-02-10 16:32:34.000000,3.0,3.0,2.0,41.0,26.0,2021-02-10 16:36:22.000000,0.2.3-2,,563.0,5.0,,,2.0,https://pypi.org/project/jupyter_helpers,563.0,,,,3.0,,,,,,,MIT,,,,,,,,,,,
197,JWT Authenticator,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,14,False,mogthesprog/jwtauthenticator,jupyterhub-jwtauthenticator,,https://github.com/mogthesprog/jwtauthenticator,2017-06-21 20:09:58.000000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15.000000,35.0,7.0,8.0,33.0,24.0,,,,234.0,,7.0,7.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,234.0,,,,2.0,,,,,,,Apache-2.0,,,,2.0,,,,,,,
198,Null Authenticator,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,14,False,jupyterhub/nullauthenticator,nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,2017-08-30 09:12:22.000000,2021-02-09 00:11:20.000000,2021-02-09 00:11:20.000000,8.0,1.0,,6.0,16.0,,,,3595.0,,61.0,61.0,5.0,https://pypi.org/project/nullauthenticator,3595.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
199,lgo,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,13,False,yunabe/lgo,,,https://github.com/yunabe/lgo,2017-10-05 15:29:10.000000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17.000000,101.0,21.0,53.0,2151.0,169.0,,,,,,,,9.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
200,Bash Kernel,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,13,False,takluyver/bash_kernel,bash_kernel,,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000000,2020-01-27 10:39:24.000000,2019-07-22 16:06:53.000000,96.0,33.0,53.0,542.0,86.0,2016-04-07 16:41:34.000000,0.4.1,2835.0,5832.0,1.0,,,13.0,https://pypi.org/project/bash_kernel,5785.0,,,,3.0,,,,,,,,,,,,,,,,,,
201,py_d3,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,13,False,ResidentMario/py_d3,py_d3,,https://github.com/ResidentMario/py_d3,2016-08-28 03:38:28.000000,2019-03-17 04:32:12.000000,2019-03-17 04:32:05.000000,35.0,2.0,14.0,431.0,38.0,,,,808.0,,,,3.0,https://pypi.org/project/py_d3,808.0,,,,3.0,,,,,,,MIT,,,,,,,,,,,
202,JupyterLab Voyager,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,13,False,altair-viz/jupyterlab_voyager,,,https://github.com/altair-viz/jupyterlab_voyager,2017-08-26 15:50:13.000000,2021-04-19 22:31:56.000000,2019-08-14 17:21:34.000000,29.0,40.0,20.0,247.0,87.0,,,,133.0,,,,6.0,,,,,,3.0,,,,,,jupyterlab_voyager,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab_voyager,133.0,,,,,,,,,
203,JupyterWith,declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,13,True,tweag/jupyterWith,,,https://github.com/tweag/jupyterWith,2018-12-18 10:10:58.000000,2021-03-31 13:32:54.000000,2020-10-02 06:57:38.000000,57.0,37.0,37.0,245.0,269.0,,,,,,,,17.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,,
204,pynb,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,13,True,elehcimd/pynb,,,https://github.com/elehcimd/pynb,2017-11-14 11:13:22.000000,2020-07-07 15:27:20.000000,2020-07-07 15:27:10.000000,5.0,,8.0,229.0,154.0,,,,,,11.0,11.0,8.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,,
205,testbook,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,13,True,nteract/testbook,,,https://github.com/nteract/testbook,2020-02-26 19:43:22.000000,2021-04-17 07:30:30.000000,2021-04-17 07:21:50.000000,17.0,12.0,42.0,218.0,110.0,,,,,,32.0,32.0,8.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
206,jupyter-flex,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,13,True,danielfrg/jupyter-flex,,,https://github.com/danielfrg/jupyter-flex,2019-12-13 20:19:40.000000,2021-04-04 01:28:47.000000,2021-04-04 01:28:41.000000,22.0,3.0,27.0,146.0,262.0,,,,,,19.0,19.0,2.0,,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,,
207,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,13,True,aquirdTurtle/Collapsible_Headings,,,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000000,2021-03-24 21:37:41.000000,2021-03-24 21:37:32.000000,6.0,7.0,19.0,118.0,88.0,,,,5805.0,,,,5.0,,,,,,3.0,,,,,,@aquirdturtle/collapsible_headings,BSD-3-Clause,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,5805.0,,,,,,,,,
208,cdsdashboards,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,13,False,ideonate/cdsdashboards,cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,2020-04-28 13:51:31.000000,2021-04-20 17:16:51.293000,2021-04-20 15:28:51.000000,17.0,11.0,41.0,92.0,405.0,,,,2246.0,17.0,,,9.0,https://pypi.org/project/cdsdashboards,1434.0,https://anaconda.org/conda-forge/cdsdashboards,2021-04-20 17:16:51.293000,7308.0,3.0,,,,,,,,,,,,,,,,,,
209,Darcula Theme,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,13,True,telamonian/theme-darcula,,,https://github.com/telamonian/theme-darcula,2019-01-21 04:39:42.000000,2021-04-07 14:34:32.000000,2021-04-07 14:34:32.000000,12.0,2.0,13.0,90.0,80.0,,,,4280.0,,,,6.0,,,,,,2.0,,,,,,@telamonian/theme-darcula,BSD-3-Clause,https://www.npmjs.com/package/@telamonian/theme-darcula,4280.0,,,,,,,,,
210,Neon Theme,"A flat, 80's neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,13,True,yeebc/jupyterlab-neon-theme,,,https://github.com/yeebc/jupyterlab-neon-theme,2019-09-27 14:29:10.000000,2021-03-07 04:41:08.000000,2021-03-07 04:40:47.000000,5.0,1.0,10.0,87.0,43.0,,,,1925.0,,1.0,1.0,3.0,,,,,,2.0,,,,,,@yeebc/jupyterlab_neon_theme,BSD-3-Clause,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,1925.0,,,,,,,,,
211,JupyterLab Commenting,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,13,True,jupyterlab/jupyterlab-commenting,,,https://github.com/jupyterlab/jupyterlab-commenting,2019-01-03 21:55:33.000000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37.000000,21.0,24.0,10.0,78.0,332.0,,,,138.0,,,,10.0,,,,,,3.0,,,,,,@jupyterlab/commenting-extension,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/commenting-extension,138.0,,,,,,,,,
212,jupyterlab-classic,The next-gen old-school notebook UI.,https://github.com/jtpio/jupyterlab-classic,,notebook-environments,13,True,jtpio/jupyterlab-classic,jupyterlab-classic,,https://github.com/jtpio/jupyterlab-classic,2020-12-07 16:37:07.000000,2021-04-20 12:32:50.000000,2021-04-20 12:32:50.000000,8.0,15.0,32.0,73.0,,2021-04-19 14:45:33.000000,0.1.10,,502.0,14.0,,,3.0,https://pypi.org/project/jupyterlab-classic,502.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
213,nbcelltests,Cell-by-cell testing for production Jupyter notebooks in JupyterLab.,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,13,True,jpmorganchase/nbcelltests,nbcelltests,,https://github.com/jpmorganchase/nbcelltests,2018-08-23 23:51:41.000000,2021-04-01 12:05:13.000000,2021-04-01 12:05:10.000000,16.0,30.0,82.0,59.0,,2020-10-05 14:23:28.000000,0.2.3,,293.0,11.0,,,7.0,https://pypi.org/project/nbcelltests,132.0,,,,3.0,,,,,,jupyterlab_celltests,Apache-2.0,https://www.npmjs.com/package/jupyterlab_celltests,161.0,,,,,,,,,
214,JupyterLab Autoversion,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,13,True,timkpaine/jupyterlab_autoversion,jupyterlab_autoversion,,https://github.com/timkpaine/jupyterlab_autoversion,2018-08-23 23:49:52.000000,2021-01-31 22:32:11.000000,2021-01-31 22:32:06.000000,5.0,5.0,23.0,51.0,,2021-01-01 04:15:38.000000,0.3.0,,397.0,7.0,,,3.0,https://pypi.org/project/jupyterlab_autoversion,252.0,,,,3.0,,,,,,jupyterlab_autoversion,Apache-2.0,https://www.npmjs.com/package/jupyterlab_autoversion,145.0,,,,,,,,,
215,jupyterlab-sparkmonitor,JupyterLab extension that enables monitoring launched Apache Spark jobs from within a notebook.,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,13,True,itsjafer/jupyterlab-sparkmonitor,jupyterlab-sparkmonitor,,https://github.com/itsjafer/jupyterlab-sparkmonitor,2020-03-12 20:59:01.000000,2021-04-02 18:42:51.432974,2021-04-02 18:30:03.000000,12.0,8.0,3.0,47.0,256.0,,,,1067.0,,,,6.0,https://pypi.org/project/jupyterlab-sparkmonitor,260.0,,,,3.0,itsjafer/sparkmonitor,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-04-02 18:42:51.432974,,102.0,jupyterlab_sparkmonitor,Apache-2.0,https://www.npmjs.com/package/jupyterlab_sparkmonitor,800.0,,,,,,,,,
216,jupyterlab_commands,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,13,True,timkpaine/jupyterlab_commands,,,https://github.com/timkpaine/jupyterlab_commands,2018-08-01 15:55:08.000000,2021-02-01 03:36:53.000000,2021-01-31 22:57:48.000000,5.0,2.0,19.0,32.0,,2021-01-03 13:27:37.000000,0.3.0,,,9.0,3.0,3.0,,,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,,
217,Kernel Management,Experimental new kernel management framework for Jupyter.,https://github.com/takluyver/jupyter_kernel_mgmt,,notebook-tools,13,False,takluyver/jupyter_kernel_mgmt,jupyter-kernel-mgmt,,https://github.com/takluyver/jupyter_kernel_mgmt,2018-04-01 20:06:08.000000,2020-08-27 01:11:14.000000,2020-01-29 22:31:34.000000,7.0,10.0,14.0,10.0,1783.0,2020-01-15 19:12:57.000000,0.5.1,12.0,158.0,3.0,,,74.0,https://pypi.org/project/jupyter-kernel-mgmt,158.0,,,,3.0,,,,,,,,,,,,,,,,,,
218,SQLCell,"SQLCell is a magic function for the Jupyter Notebook that executes raw, parallel, parameterized SQL queries with the..",https://github.com/tmthyjames/SQLCell,,magic,12,True,tmthyjames/SQLCell,sqlcell,,https://github.com/tmthyjames/SQLCell,2016-08-15 01:54:46.000000,2021-03-29 20:00:57.000000,2020-10-06 02:14:24.000000,9.0,60.0,24.0,145.0,310.0,,,,67.0,,1.0,1.0,14.0,https://pypi.org/project/sqlcell,67.0,,,,3.0,,,,,,,MIT,,,,,,,,,,,
219,nbgallery,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,12,True,nbgallery/nbgallery,,,https://github.com/nbgallery/nbgallery,2017-01-10 19:18:40.000000,2021-04-15 18:36:09.382814,2021-04-15 15:57:28.000000,20.0,68.0,225.0,139.0,,,,,1225.0,,,,18.0,,,,,,3.0,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2021-04-15 18:36:09.382814,3.0,62481.0,,MIT,,,,,,,,,,,
220,ipyexperiments,jupyter/ipython experiment containers for GPU and general RAM re-use.,https://github.com/stas00/ipyexperiments,,notebook-tools,12,False,stas00/ipyexperiments,ipyexperiments,,https://github.com/stas00/ipyexperiments,2018-11-15 01:19:40.000000,2021-03-28 18:24:12.000000,2021-03-28 18:23:45.000000,9.0,,4.0,132.0,196.0,,,,580.0,,4.0,4.0,3.0,https://pypi.org/project/ipyexperiments,580.0,,,,3.0,,,,,,,,,,,,,,,,,,
221,jupyterlab-execute-time,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,12,True,deshaw/jupyterlab-execute-time,,,https://github.com/deshaw/jupyterlab-execute-time,2020-04-07 22:27:30.000000,2021-03-21 14:38:35.000000,2021-03-02 18:22:44.000000,13.0,1.0,15.0,129.0,20.0,,,,7793.0,,,,8.0,,,,,,3.0,,,,,,jupyterlab-execute-time,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-execute-time,7793.0,,,,,,,,,
222,jnotebook-reader,"An awesome viewer to browse and render Jupyter Notebooks from local, Amazon S3, Google Cloud Storage or MinIO.",https://github.com/line/jnotebook_reader,,notebook-sharing,12,True,line/jnotebook_reader,,,https://github.com/line/jnotebook_reader,2020-10-30 02:50:59.000000,2021-02-10 02:34:20.000000,2021-02-10 02:29:57.000000,11.0,,1.0,71.0,12.0,2021-02-10 02:34:21.000000,1.0.2,,,3.0,,,4.0,,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,,
223,ipylab,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,12,True,jtpio/ipylab,ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,2019-11-15 19:52:12.000000,2021-03-15 10:30:36.000000,2021-03-15 10:30:33.000000,2.0,10.0,13.0,61.0,,2021-01-12 20:40:35.000000,0.4.1,,626.0,8.0,,,2.0,https://pypi.org/project/ipylab,357.0,https://anaconda.org/conda-forge/ipylab,2021-01-12 20:58:22.772000,4589.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
224,JupyterLab Email,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,12,True,timkpaine/jupyterlab_email,jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000000,2021-01-31 22:58:03.000000,2021-01-31 22:57:59.000000,2.0,5.0,30.0,46.0,,2020-06-25 16:29:14.000000,0.2.3,,1255.0,12.0,,,,https://pypi.org/project/jupyterlab_email,194.0,,,,3.0,,,,,,jupyterlab_email,Apache-2.0,https://www.npmjs.com/package/jupyterlab_email,1061.0,,,,,,,,,
